	rxnNames	abbreviation	equation	lowbnd	uppbnd	obj_coef
186	ADPribose diphosphatase	ADPRDP	[c] : h2o + adprib --> (2) h + amp + r5p	0	1000	0
187	adenine phosphoribosyltransferase	ADPT	[c] : ade + prpp --> amp + ppi	0	1000	0
188	adenylsuccinate lyase	ADSL1r	[c] : dcamp <==> amp + fum	-1000	1000	0
189	adenylosuccinate lyase	ADSL2r	[c] : 25aics <==> fum + aicar	-1000	1000	0
190	adenylosuccinate synthase	ADSS	[c] : gtp + asp_L + imp --> (2) h + pi + gdp + dcamp	0	1000	0
191	2 aminoethylphosphonate pyruvate transaminase	AEPPT	[c] : pyr + 2aeppn --> ala_L + ppaca	0	1000	0
192	N-acetylglucosamine-6-phosphate deacetylase	AGDC	[c] : h2o + acgam6p --> ac + gam6p	0	1000	0
193	agmatinase	AGMT	[c] : h2o + agm --> ptrc + urea	0	1000	0
194	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)	AGPAT120	[c] : ddcaACP + 1ddecg3p --> ACP + pa120	0	1000	0
195	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)	AGPAT140	[c] : myrsACP + 1tdecg3p --> ACP + pa140	0	1000	0
196	1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)	AGPAT141	[c] : 1tdec7eg3p + tdeACP --> ACP + pa141	0	1000	0
197	1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)	AGPAT160	[c] : palmACP + 1hdecg3p --> ACP + pa160	0	1000	0
198	1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)	AGPAT161	[c] : 1hdec9eg3p + hdeACP --> ACP + pa161	0	1000	0
199	1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)	AGPAT180	[c] : 1odecg3p + ocdcaACP --> ACP + pa180	0	1000	0
200	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)	AGPAT181	[c] : 1odec11eg3p + octeACP --> ACP + pa181	0	1000	0
201	N-acetyl-g-glutamyl-phosphate reductase	AGPR	[c] : nadp + pi + acg5sa <==> h + nadph + acg5p	-1000	1000	0
202	Alanine glyoxylate aminotransferase (irreversible)	AGTi	[c] : ala_L + glx --> gly + pyr	0	1000	0
203	S-adenosylhomocysteine nucleosidase reversible	AHCYSNS_r	[c] : h2o + ahcys <==> ade + rhcys	-1000	1000	0
204	4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase	AHMMPS	[c] : h2o + air --> pi + (0.5) o2 + 4ahmmp + gcald	0	1000	0
205	O-acetylhomoserine (thiol)-lyase	AHSERL2	[c] : achms + h2s --> h + ac + hcys_L	0	1000	0
206	O-Acetyl-L-homoserine acetate-lyase	AHSERL3	[c] : achms + trdrd + tsul <==> h + ac + hcys_L + trdox + so3	-1000	1000	0
207	phosphoribosylaminoimidazolecarboxamide formyltransferase	AICART	[c] : aicar + 10fthf <==> fprica + thf	-1000	1000	0
208	anteisoheptadecanoyl-UDP-glucosyltransferase (monoglucosyl)	AIHDUDPMG	[c] : udpg + 12daihdglyc <==> h + udp + m12dahglyc	-1000	1000	0
209	anteisoheptadecanoyl-UDP-glucosyltransferase (diglucosyl)	AIHDUPDG	[c] : udpg + m12dahglyc <==> h + udp + diglcpgai17	-1000	1000	0
210	14-methyl-hexa-decanoyl-ACP[acyl-carrier-protein] transferase	AIHPDCOATA	[c] : coa + 14mpalmACP <==> ACP + aihpdcoa	-1000	1000	0
211	12-methyl-tetra-decanoyl-ACP[acyl-carrier-protein] transferase	AIPDCOATA	[c] : coa + 12mmyrsACP <==> ACP + aipdcoa	-1000	1000	0
212	anteisopentadecanoyl-UDP-glucosyltransferase (diglucosyl)	AIPDUDPG	[c] : udpg + m12dapglyc <==> h + udp + diglcpgai15	-1000	1000	0
213	anteisopentadecanoyl-UDP-glucosyltransferase (monoglucosyl)	AIPDUDPMG	[c] : udpg + 12daipdglyc <==> h + udp + m12dapglyc	-1000	1000	0
214	Phosphoribosylaminoimidazole carboxylase	AIRC4	[c] : air + atp + hco3 --> h + pi + 5aizc + adp	0	1000	0
215	alkaline phosphatase (Dihydroneopterin)	AKP1	[c] : (3) h2o + ahdt --> (2) h + (3) pi + dhnpt	0	1000	0
216	D-alanine--D-alanine ligase (EC 6.3.2.4)	ALAALA	[c] : atp + (2) ala_D --> h + pi + adp + alaala	0	1000	0
217	Hydrolysis of L-alanyl-L-aspartate	ALAASP1c	[c] : h2o + alaasp <==> asp_L + ala_L	-1000	1000	0
218	L-alanyl-L-aspartate transport via ABC system	ALAASPabc	h2o[c] + atp[c] + alaasp[e] --> h[c] + pi[c] + adp[c] + alaasp[c]	0	1000	0
219	(S)-2-Acetolactate isomerase	ALACI	[c] : alac_S <==> 33hmeoxobut	-1000	1000	0
220	L-alanine dehydrogenase	ALAD_L	[c] : nad + h2o + ala_L --> h + nadh + pyr + nh4	0	1000	0
221	Hydrolysis of L-alanyl-L-glutamine	ALAGLN1c	[c] : h2o + alagln <==> gln_L + ala_L	-1000	1000	0
222	L-alanyl-L-glutamine transport via ABC system	ALAGLNabc	h2o[c] + atp[c] + alagln[e] --> h[c] + pi[c] + adp[c] + alagln[c]	0	1000	0
223	Hydrolysis of L-alanyl-L-glutamate	ALAGLU1c	[c] : h2o + alaglu <==> glu_L + ala_L	-1000	1000	0
224	L-alanyl-L-glutamate transport via ABC system	ALAGLUabc	h2o[c] + atp[c] + alaglu[e] --> h[c] + pi[c] + adp[c] + alaglu[c]	0	1000	0
225	Hydrolysis of L-alanylglycine	ALAGLY1c	[c] : h2o + alagly <==> gly + ala_L	-1000	1000	0
226	L-alanylglycine transport via ABC system	ALAGLYabc	h2o[c] + atp[c] + alagly[e] --> h[c] + pi[c] + adp[c] + alagly[c]	0	1000	0
227	Hydrolysis of L-alanyl-L-histidine	ALAHIS1c	[c] : h2o + alahis <==> ala_L + his_L	-1000	1000	0
228	L-alanyl-L-histidine transport via ABC system	ALAHISabc	h2o[c] + atp[c] + alahis[e] --> h[c] + pi[c] + adp[c] + alahis[c]	0	1000	0
229	Hydrolysis of L-alanyl-L-leucine	ALALEU1c	[c] : h2o + alaleu <==> ala_L + leu_L	-1000	1000	0
230	L-alanyl-L-leucine transport via ABC system	ALALEUabc	h2o[c] + atp[c] + alaleu[e] --> h[c] + pi[c] + adp[c] + alaleu[c]	0	1000	0
231	D-alanine-polyphosphoribitol ligase	ALAPGPL	[c] : (45) atp + (45) ala_D + prl45tca --> (45) h2o + (45) amp + (45) ppi + prl45tcaala	0	1000	0
232	alanine racemase	ALAR	[c] : ala_L <==> ala_D	-1000	1000	0
233	Hydrolysis of L-alanyl-L-threonine	ALATHR1c	[c] : h2o + alathr <==> ala_L + thr_L	-1000	1000	0
234	L-alanyl-L-threonine transport via ABC system	ALATHRabc	h2o[c] + atp[c] + alathr[e] --> h[c] + pi[c] + adp[c] + alathr[c]	0	1000	0
235	L-alanine reversible transport via proton symport	ALAt2r	h[e] + ala_L[e] <==> h[c] + ala_L[c]	-1000	1000	0
236	alcohol dehydrogenase (glycerol)	ALCD19	[c] : h + nadh + glyald <==> nad + glyc	-1000	1000	0
237	alcohol dehydrogenase (ethanol)	ALCD2x	[c] : nad + etoh <==> h + nadh + acald	-1000	1000	0
238	aldehyde dehydrogenase (acetaldehyde, NAD)	ALDD2x	[c] : nad + h2o + acald --> (2) h + nadh + ac	0	1000	0
239	aldehyde dehydrogenase D glyceraldehyde NAD	ALDD8x	[c] : nad + h2o + glyald --> (2) h + nadh + glyc_R	0	1000	0
240	Allatoin transport in via proton symport	ALLTNt2r	h[e] + alltn[e] <==> h[c] + alltn[c]	-1000	1000	0
241	allophanate hydrolase	ALPHNH	[c] : (3) h + h2o + allphn --> (2) co2 + (2) nh4	0	1000	0
242	altronate hydrolase	ALTRH	[c] : altrn --> h2o + 2ddglcn	0	1000	0
243	N-acetylmuramoyl-L-alanine amidase	AMAA	[c] : h2o + acmama --> ala_L + acmam	0	1000	0
244	N-acetylmannosamine 6-phosphate epimerase	AMANAPEr	[c] : acmanap <==> acgam6p	-1000	1000	0
245	N-acetyl-D-mannosamine kinase	AMANK	[c] : atp + acmana --> h + adp + acmanap	0	1000	0
246	S-adenosylmethione:2-demthylmenaquinone methyltransferase (menaquinone 7), reversed	AMMQT7rev	[c] : h + ahcys + mqn7 --> amet + 2dmmq7	0	1000	0
247	S-adenosylmethione:2-demthylmenaquinone methyltransferase (menaquinone 8)	AMMQT8r	[c] : amet + 2dmmq8 <==> h + ahcys + mqn8	-1000	1000	0
248	4-amino-2-methyl-5-phosphomethylpyrimidine synthetase	AMPMS2	[c] : nad + h2o + air --> (3) h + nadh + 4ampm + (2) for	0	1000	0
249	alanyl aminopeptidase (cys-gly)	AMPTASECG	[c] : h2o + cgly --> gly + cys_L	0	1000	0
250	Gly-Cys aminopeptidase	AMPTASEGC	[c] : h2o + glycys --> gly + cys_L	0	1000	0
251	anthranilate synthase	ANS	[c] : chor + gln_L --> h + glu_L + pyr + anth	0	1000	0
252	anthranilate synthase 2	ANS2	[c] : nh4 + chor --> h + h2o + pyr + anth	0	1000	0
253	L-2-amino-3-oxobutanoate decarboxylation (spontaneous)	AOBUTDs	[c] : h + 2aobut --> co2 + aact	0	1000	0
254	apolipoprotein N acyl transferase	APAT	[c] : h2o + thdp + accoa <==> coa + acamoxm	-1000	1000	0
255	aminopropanol dehydrogenase	APPLDH	[c] : h + nadh + aact --> nad + appl	0	1000	0
256	5-amino-6-(5-phosphoribosylamino)uracil reductase	APRAUR	[c] : h + nadph + 5apru --> nadp + 5aprbu	0	1000	0
257	arbutin transport via PEP:Pyr PTS	ARBTpts	pep[c] + arbt[e] --> arbt6p[c] + pyr[c]	0	1000	0
258	L-arabinose transport via ABC system	ARBabc	h2o[c] + atp[c] + arab_L[e] --> h[c] + pi[c] + adp[c] + arab_L[c]	0	1000	0
259	arginine decarboxylase	ARGDC	[c] : h + arg_L --> co2 + agm	0	1000	0
260	argininosuccinate lyase	ARGSL	[c] : argsuc <==> fum + arg_L	-1000	1000	0
261	argininosuccinate synthase, reversible	ARGSSr	[c] : atp + asp_L + citr_L <==> h + amp + ppi + argsuc	-1000	1000	0
262	L arginine transport in via proton symport	ARGt2	h[e] + arg_L[e] --> h[c] + arg_L[c]	0	1000	0
263	aspartate-semialdehyde dehydrogenase	ASAD	[c] : nadp + pi + aspsa <==> h + nadph + 4pasp	-1000	1000	0
264	asparagine synthase (glutamine-hydrolysing)	ASNS1	[c] : h2o + atp + gln_L + asp_L --> h + glu_L + amp + ppi + asn_L	0	1000	0
265	asparagine synthetase	ASNS2	[c] : atp + nh4 + asp_L --> h + amp + ppi + asn_L	0	1000	0
266	L-asparagine reversible transport via proton symport	ASNt2r	h[e] + asn_L[e] <==> h[c] + asn_L[c]	-1000	1000	0
267	arsenite transport via diffusion	ASO3t	aso3[e] <==> aso3[c]	-1000	1000	0
268	Arsenate transport via permease	ASO4t	aso4[e] <==> aso4[c]	-1000	1000	0
269	aspartate carbamoyltransferase	ASPCT	[c] : cbp + asp_L --> h + pi + cbasp	0	1000	0
270	aspartate kinase, irreversible	ASPKi	[c] : atp + asp_L --> adp + 4pasp	0	1000	0
271	L-aspartate oxidase	ASPO1	[c] : h2o + o2 + asp_L --> nh4 + h2o2 + oaa	0	1000	0
272	L-aspartate oxidase	ASPO5	[c] : fum + asp_L --> h + iasp + succ	0	1000	0
273	L-aspartate oxidase	ASPO6	[c] : o2 + asp_L --> h + h2o2 + iasp	0	1000	0
274	L-aspartate oxidase	ASPO7	[c] : asp_L + fmn --> h + iasp + fmnh2	0	1000	0
275	L-aspartase	ASPT	[c] : asp_L --> nh4 + fum	0	1000	0
276	aspartate transaminase	ASPTA	[c] : akg + asp_L <==> glu_L + oaa	-1000	1000	0
277	L-aspartate reversible transport via proton symport	ASPt2r	h[e] + asp_L[e] <==> h[c] + asp_L[c]	-1000	1000	0
278	ATP phosphoribosyltransferase	ATPPRT	[c] : atp + prpp --> ppi + prbatp	0	1000	0
279	ATP synthase (four protons for one ATP)	ATPS4	(4) h[e] + pi[c] + adp[c] --> (3) h[c] + h2o[c] + atp[c]	0	1000	0
280	biotin-[acetyl-CoA-carboxylase] ligase, irreversible	BACCLi	[c] : ppi + btamp --> h + atp + btn	0	1000	0
281	butyrate---acetoacetate CoA-transferase	BCOAACT	[c] : acac + btcoa <==> aacoa + but	-1000	1000	0
282	(R)-3-Hydroxybutanoate:NAD+ oxidoreductase	BDH	[c] : nad + bhb <==> h + nadh + acac	-1000	1000	0
283	1,4-beta-D-Glucan glucohydrolase	BGLA	[c] : h2o + cellb --> (2) glc_D	0	1000	0
284	6-phospho-beta-glucosidase	BGLA1	[c] : h2o + 6pgg --> g6p + glc_D	0	1000	0
285	1,4-beta-D-Glucan glucohydrolase, reversible	BGLAr	[c] : h2o + cellb <==> (2) glc_bD	-1000	1000	0
286	Transport of (R)-3-hydroxybutanoate [extraorganism-cytosol](passive)	BHBtp	bhb[e] <==> bhb[c]	-1000	1000	0
287	3',5'-bisphosphate nucleotidase	BPNT	[c] : h2o + pap --> pi + amp	0	1000	0
288	Conversion of crotonoyl-CoA to butyryl-CoA by Bcd-Etf complex	BTCOADH	[c] : (2) h + (2) nadh + b2coa + fdxox <==> (2) nad + btcoa + fdxrd	-1000	1000	0
289	biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming)	BTNCLi	[c] : atp + apoC_Lys_btn + hco3 --> h + pi + btn_co2 + adp	0	1000	0
290	Biotin transport via ABC system	BTNabc	h2o[c] + atp[c] + btn[e] --> h[c] + pi[c] + adp[c] + btn[c]	0	1000	0
291	Biotin synthase	BTS4	[c] : amet + dtbt + s --> h + dad_5 + btn + met_L	0	1000	0
292	Butyrate kinase, reversible	BUTKr	[c] : atp + but <==> adp + butpi	-1000	1000	0
293	butanesulfonate transport via ABC system	BUTSO3abc	h2o[c] + atp[c] + butso3[e] --> h[c] + pi[c] + adp[c] + butso3[c]	0	1000	0
294	Butyrate transport via proton symport, reversible	BUTt2r	h[e] + but[e] <==> h[c] + but[c]	-1000	1000	0
295	Calcium transport via proton antiport, irreversible	CAt4i	h[c] + ca2[e] --> h[e] + ca2[c]	0	1000	0
296	Cobinamide adenyltransferase	CBIAT	[c] : h + atp + cbi <==> adocbi + pppi	-1000	1000	0
297	Cob(1)alamin transport via ABC system	CBL1abc	h2o[c] + atp[c] + cbl1[e] --> h[c] + pi[c] + adp[c] + cbl1[c]	0	1000	0
298	Cob(II)alamin transport via ABC system	CBL2abc	h2o[c] + atp[c] + cbl2[e] --> h[c] + pi[c] + adp[c] + cbl2[c]	0	1000	0
299	carbamoyl-phosphate synthase (glutamine-hydrolysing)	CBPS	[c] : h2o + (2) atp + gln_L + hco3 --> (2) h + glu_L + pi + (2) adp + cbp	0	1000	0
300	cadmium transport out via ABC system	CD2abc1	h2o[c] + atp[c] + cd2[c] --> h[c] + pi[c] + adp[c] + cd2[e]	0	1000	0
301	CDP-glycerol polyglycerophosphate glycerophosphotransferase	CDPGLYCGPT	[c] : acbdma14gapuc + (45) cdpglyc <==> (45) h + prl45tca + (45) cmp	-1000	1000	0
302	4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol kinase	CDPMEK	[c] : atp + 4c2me --> h + adp + 2p4c2me	0	1000	0
303	cellobiose transport via PEPPyr PTS	CELBpts	pep[c] + cellb[e] --> pyr[c] + 6pgg[c]	0	1000	0
304	L-cysteinylglycine transport via ABC system	CGLYabc	h2o[c] + atp[c] + cgly[e] --> h[c] + pi[c] + adp[c] + cgly[c]	0	1000	0
305	methanethiol diffusion	CH4St	ch4s[c] <==> ch4s[e]	-1000	1000	0
306	chorismate mutase	CHORM	[c] : chor --> pphn	0	1000	0
307	chorismate synthase	CHORS	[c] : 3psme --> pi + chor	0	1000	0
308	Chorismate pyruvate lyase	CHRPL	[c] : chor --> pyr + 4hbz	0	1000	0
309	Cinnamate reductase	CINNMR	[c] : fdxrd + cinnm <==> fdxox + pppn	-1000	1000	0
310	Citrate lyase	CITL	[c] : cit --> ac + oaa	0	1000	0
311	myristoyl-cardiolipin synthase	CLPNS140	[c] : (2) pg140 <==> glyc + clpn140	-1000	1000	0
312	palmitoyl-cardiolipin synthase	CLPNS160	[c] : (2) pg160 <==> glyc + clpn160	-1000	1000	0
313	stearoyl-cardiolipin synthase	CLPNS180	[c] : (2) pg180 <==> glyc + clpn180	-1000	1000	0
314	anteisopentadecanoyl-cardiolipin synthase	CLPNSAI15	[c] : (2) pgai15 <==> glyc + clpnai15	-1000	1000	0
315	anteisoheptadecanoyl-cardiolipin synthase	CLPNSAI17	[c] : (2) pgai17 <==> glyc + clpnai17	-1000	1000	0
316	isotetradecanoyl-cardiolipin synthase	CLPNSI14	[c] : (2) pgi14 <==> glyc + clpni14	-1000	1000	0
317	isopentadecanoyl-cardiolipin synthase	CLPNSI15	[c] : (2) pgi15 <==> glyc + clpni15	-1000	1000	0
318	isohexadecanoyl-cardiolipin synthase	CLPNSI16	[c] : (2) pgi16 <==> glyc + clpni16	-1000	1000	0
319	isoheptadecanoyl-cardiolipin synthase	CLPNSI17	[c] : (2) pgi17 <==> glyc + clpni17	-1000	1000	0
320	CO2 transporter via diffusion	CO2t	co2[e] <==> co2[c]	-1000	1000	0
321	cobalt transport in/out via permease (no H+)	COBALTt5	cobalt2[c] <==> cobalt2[e]	-1000	1000	0
322	precorrin-2 C20-methyltransferase	CPC2MT	[c] : amet + copre2 --> h + ahcys + copre3	0	1000	0
323	precorrin-3B C17-methyltransferase	CPC3MT	[c] : amet + copre3 --> ahcys + copre4	0	1000	0
324	precorrin-4 C11-methyltransferase	CPC4MT	[c] : amet + copre4 --> h + ahcys + copre5	0	1000	0
325	precorrin-5 C1-methyltransferase	CPC5MT	[c] : h2o + amet + copre5 --> h + acald + ahcys + copre6	0	1000	0
326	precorrin-6Y C5,15-methyltransferase (decarboxylating)	CPC6MT	[c] : (2) amet + codhpre6 --> h + co2 + (2) ahcys + copre8	0	1000	0
327	precorrin-6A reductase	CPC6R	[c] : h + nadph + copre6 --> nadp + codhpre6	0	1000	0
328	precorrin-8X methylmutase	CPC8MM	[c] : copre8 <==> cobya	-1000	1000	0
329	Oxygen Independent coproporphyrinogen-III oxidase	CPPPGO2	[c] : (2) amet + cpppg3 --> (2) co2 + (2) dad_5 + (2) met_L + pppg9	0	1000	0
330	chromate transport out via proton antiport	CRO4t3	h[e] + cro4[c] <==> h[c] + cro4[e]	-1000	1000	0
331	cytosine transport in via proton symport	CSNt2	h[e] + csn[e] --> h[c] + csn[c]	0	1000	0
332	CTP synthase (NH3)	CTPS1	[c] : atp + nh4 + utp --> (2) h + pi + adp + ctp	0	1000	0
333	CTP synthase (glutamine)	CTPS2	[c] : h2o + atp + gln_L + utp --> (2) h + glu_L + pi + adp + ctp	0	1000	0
334	cob(I)yrinic acid a,c-diamide adenosyltransferase	CYRDAAT	[c] : h + atp + co1dam --> adcobdam + pppi	0	1000	0
335	cob(II)yrinic acid a,c-diamide reductase	CYRDAR	[c] : nadh + (2) co2dam --> h + nad + (2) co1dam	0	1000	0
336	Cob(II)yrinate a,c-diamide synthase (glutamine-hydrolysing)	CYRDAS	[c] : h2o + (2) atp + (2) gln_L + cobya --> h + (2) glu_L + ppi + (2) adp + co2dam	0	1000	0
337	cysteine synthase	CYSS	[c] : h2s + acser --> h + ac + cys_L	0	1000	0
338	cysteine synthase (Thiosulfate)	CYSS3r	[c] : trdrd + tsul + acser <==> h + ac + trdox + so3 + cys_L	-1000	1000	0
339	cystathionine b-lyase	CYSTL	[c] : h2o + cyst_L --> pyr + nh4 + hcys_L	0	1000	0
340	L-cysteine reversible transport via proton symport	CYSt2r	h[e] + cys_L[e] <==> h[c] + cys_L[c]	-1000	1000	0
341	cytidine deaminase	CYTD	[c] : h + h2o + cytd --> nh4 + uri	0	1000	0
342	ATPcytidine 5-phosphotransferase	CYTDK1	[c] : atp + cytd --> h + adp + cmp	0	1000	0
343	cytidine kinase (GTP)	CYTDK2	[c] : gtp + cytd --> h + gdp + cmp	0	1000	0
344	ITPcytidine 5-phosphotransferase	CYTDK3	[c] : cytd + itp --> h + cmp + idp	0	1000	0
345	UTPcytidine 5-phosphotransferase	CYTDK4	[c] : utp + cytd --> h + udp + cmp	0	1000	0
346	cytidylate kinase (CMP)	CYTK1	[c] : atp + cmp <==> adp + cdp	-1000	1000	0
347	cytidylate kinase (dCMP)	CYTK2	[c] : atp + dcmp <==> adp + dcdp	-1000	1000	0
348	Copper transport via ABC system	Cuabc	h2o[c] + atp[c] + cu2[e] --> h[c] + pi[c] + adp[c] + cu2[c]	0	1000	0
349	Copper export via ATPase	Cut1	h2o[c] + atp[c] + cu2[c] --> h[c] + pi[c] + adp[c] + cu2[e]	0	1000	0
350	Deoxyadenosine deaminase	DADA	[c] : h + h2o + dad_2 --> nh4 + din	0	1000	0
351	diacylglycerol kinase (n-C12:0)	DAGK120	[c] : atp + 12dgr120 --> h + adp + pa120	0	1000	0
352	diacylglycerol kinase (n-C14:0)	DAGK140	[c] : atp + 12dgr140 --> h + adp + pa140	0	1000	0
353	diacylglycerol kinase (n-C14:1)	DAGK141	[c] : atp + 12dgr141 --> h + adp + pa141	0	1000	0
354	diacylglycerol kinase (n-C16:0)	DAGK160	[c] : atp + 12dgr160 --> h + adp + pa160	0	1000	0
355	diacylglycerol kinase (n-C16:1)	DAGK161	[c] : atp + 12dgr161 --> h + adp + pa161	0	1000	0
356	diacylglycerol kinase (n-C18:0)	DAGK180	[c] : 12dgr180 + atp --> h + adp + pa180	0	1000	0
357	diacylglycerol kinase (n-C18:1)	DAGK181	[c] : atp + 12dgr181 --> h + adp + pa181	0	1000	0
358	D-alanine transport via proton symport	DALAt2r	h[e] + ala_D[e] <==> h[c] + ala_D[c]	-1000	1000	0
359	N-acetyl-L,L-diaminopimelate deacetylase irreversible	DAPDAi	[c] : h2o + n6all26d --> 26dap_LL + ac	0	1000	0
360	diaminopimelate decarboxylase	DAPDC	[c] : h + 26dap_M --> co2 + lys_L	0	1000	0
361	diaminopimelate epimerase	DAPE	[c] : 26dap_LL <==> 26dap_M	-1000	1000	0
362	CDP-diacylglycerol synthetase (n-C12:0)	DASYN120	[c] : h + ctp + pa120 --> ppi + cdpdddecg	0	1000	0
363	CDP-diacylglycerol synthetase (n-C14:0)	DASYN140	[c] : h + pa140 + ctp --> ppi + cdpdtdecg	0	1000	0
364	CDP-diacylglycerol synthetase (n-C14:1)	DASYN141	[c] : h + ctp + pa141 --> ppi + cdpdtdec7eg	0	1000	0
365	CDP-diacylglycerol synthetase (n-C16:0)	DASYN160	[c] : h + pa160 + ctp --> ppi + cdpdhdecg	0	1000	0
366	CDP-diacylglycerol synthetase (n-C16:1)	DASYN161	[c] : h + ctp + pa161 --> ppi + cdpdhdec9eg	0	1000	0
367	CDP-diacylglycerol synthetase (n-C18:0)	DASYN180	[c] : h + pa180 + ctp --> ppi + cdpdodecg	0	1000	0
368	CDP-diacylglycerol synthetase (n-C18:1)	DASYN181	[c] : h + ctp + pa181 --> ppi + cdpdodec11eg	0	1000	0
369	anteisopentadecanoyl-phosphatidate cytidylyltransferase	DASYNAI15	[c] : h + paai15 + ctp --> ppi + cdpdaipdecg	0	1000	0
370	anteisoheptadecanoyl-phosphatidate cytidylyltransferase	DASYNAI17	[c] : h + paai17 + ctp --> ppi + cdpdaihpdecg	0	1000	0
371	isotetradecanoyl-phosphatidate cytidylyltransferase	DASYNI14	[c] : h + pai14 + ctp --> ppi + cdpditdecg	0	1000	0
372	isopentadecanoyl-phosphatidate cytidylyltransferase	DASYNI15	[c] : h + pai15 + ctp --> ppi + cdpdipdecg	0	1000	0
373	isohexadecanoyl-phosphatidate cytidylyltransferase	DASYNI16	[c] : h + pai16 + ctp --> ppi + cdpdihdecg	0	1000	0
374	isoheptadecanoyl-phosphatidate cytidylyltransferase	DASYNI17	[c] : h + pai17 + ctp --> ppi + cdpdihpdecg	0	1000	0
375	3,4-Dihydroxy-2-butanone-4-phosphate synthase	DB4PS	[c] : ru5p_D --> h + for + db4p	0	1000	0
376	dCMP deaminase	DCMPDA	[c] : h + h2o + dcmp <==> nh4 + dump	-1000	1000	0
377	deoxycytidine deaminase	DCYTD	[c] : h + h2o + dcyt --> nh4 + duri	0	1000	0
378	2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible	DDGLCNt2r	h[e] + 2ddglcn[e] <==> h[c] + 2ddglcn[c]	-1000	1000	0
379	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	DDPA	[c] : h2o + pep + e4p --> pi + 2dda7p	0	1000	0
380	2-dehydro-3-deoxy-phosphogluconate aldolase	DDPGA	[c] : 4h2oglt <==> pyr + glx	-1000	1000	0
381	deoxyguanylate kinase (dGMP:ATP)	DGK1	[c] : atp + dgmp <==> adp + dgdp	-1000	1000	0
382	Deoxyguanosine transport via proton symport reversible	DGSNt2r	h[e] + dgsn[e] <==> h[c] + dgsn[c]	-1000	1000	0
383	dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)	DHAD1	[c] : 23dhmb --> h2o + 3mob	0	1000	0
384	Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)	DHAD2	[c] : 23dhmp --> h2o + 3mop	0	1000	0
385	dihydrodipicolinate reductase (NADPH)	DHDPRy	[c] : h + nadph + 23dhdp --> nadp + thdp	0	1000	0
386	dihydrodipicolinate synthase	DHDPS	[c] : pyr + aspsa --> h + (2) h2o + 23dhdp	0	1000	0
387	dihydrofolate reductase	DHFOR2	[c] : nadp + dhf <==> nadph + fol	-1000	1000	0
388	dihydrofolate reductase	DHFR	[c] : h + nadph + dhf <==> nadp + thf	-1000	1000	0
389	dihydrofolate synthase	DHFS	[c] : glu_L + atp + dhpt --> h + pi + adp + dhf	0	1000	0
390	1,4-dihydroxy-2-naphthoate octaprenyltransferase	DHNAOT4	[c] : h + dhna + octdp --> co2 + ppi + 2dmmql8	0	1000	0
391	1,4-dihydroxy-2-naphthoate polyprenyltransferase	DHNAOT7	[c] : nadh + co2 + ppi + 2dmmq7 --> nad + dhna + hepdp	0	1000	0
392	dihydroneopterin aldolase	DHNPA	[c] : dhnpt --> gcald + 2ahhmp	0	1000	0
393	dihydroneopterin aldolase	DHNPA2	[c] : dhnpt --> gcald + 6hmhpt	0	1000	0
394	dihydoorotic acid dehydrogenase (quinone8)	DHORD2	[c] : dhor_S + q8 --> orot + q8h2	0	1000	0
395	dihydroorotic acid (menaquinone-8)	DHORD5	[c] : mqn8 + dhor_S --> orot + mql8	0	1000	0
396	Fumarate dependent DHORD	DHORDfum	[c] : fum + dhor_S --> succ + orot	0	1000	0
397	(S)-Dihydroorotateoxygen oxidoreductase	DHORDi	[c] : o2 + dhor_S --> h2o2 + orot	0	1000	0
398	dihydroorotase	DHORTS	[c] : h2o + dhor_S <==> h + cbasp	-1000	1000	0
399	dihydropyrimidinase (5,6-dihydrouracil)	DHPM1	[c] : h2o + 56dura --> h + cala	0	1000	0
400	dihydropyrimidinase (dihydrothymine)	DHPM2	[c] : h2o + 56dthm --> h + 3uib	0	1000	0
401	diaminohydroxyphosphoribosylaminopyrimidine deaminase	DHPPDA	[c] : h + h2o + 25dhpp --> nh4 + 5apru	0	1000	0
402	dihydropteroate synthase	DHPS	[c] : 4abz + 2ahhmp --> h2o + dhpt	0	1000	0
403	dihydropteroate synthase	DHPS2	[c] : 4abz + 6hmhptpp --> ppi + dhpt	0	1000	0
404	3-dehydroquinate synthase	DHQS	[c] : 2dda7p --> pi + 3dhq	0	1000	0
