	rxnNames	abbreviation	equation	lowbnd	uppbnd	obj_coef
181	alkaline phosphatase (Dihydroneopterin)	AKP1	[c] : ahdt + (3) h2o --> dhnpt + (2) h + (3) pi	0	1000	0
182	D-alanine--D-alanine ligase (EC 6.3.2.4)	ALAALA	[c] : (2) ala_D + atp --> adp + alaala + h + pi	0	1000	0
183	Hydrolysis of L-alanyl-L-aspartate	ALAASP1c	[c] : alaasp + h2o <==> ala_L + asp_L	-1000	1000	0
184	L-alanyl-L-aspartate transport via ABC system	ALAASPabc	alaasp[e] + atp[c] + h2o[c] --> adp[c] + alaasp[c] + h[c] + pi[c]	0	1000	0
185	Hydrolysis of L-alanyl-L-glutamine	ALAGLN1c	[c] : alagln + h2o <==> ala_L + gln_L	-1000	1000	0
186	L-alanyl-L-glutamine transport via ABC system	ALAGLNabc	alagln[e] + atp[c] + h2o[c] --> adp[c] + alagln[c] + h[c] + pi[c]	0	1000	0
187	Hydrolysis of L-alanyl-L-glutamate	ALAGLU1c	[c] : alaglu + h2o <==> ala_L + glu_L	-1000	1000	0
188	L-alanyl-L-glutamate transport via ABC system	ALAGLUabc	alaglu[e] + atp[c] + h2o[c] --> adp[c] + alaglu[c] + h[c] + pi[c]	0	1000	0
189	Hydrolysis of L-alanylglycine	ALAGLY1c	[c] : alagly + h2o <==> ala_L + gly	-1000	1000	0
190	L-alanylglycine transport via ABC system	ALAGLYabc	alagly[e] + atp[c] + h2o[c] --> adp[c] + alagly[c] + h[c] + pi[c]	0	1000	0
191	Hydrolysis of L-alanyl-L-histidine	ALAHIS1c	[c] : alahis + h2o <==> ala_L + his_L	-1000	1000	0
192	L-alanyl-L-histidine transport via ABC system	ALAHISabc	alahis[e] + atp[c] + h2o[c] --> adp[c] + alahis[c] + h[c] + pi[c]	0	1000	0
193	Hydrolysis of L-alanyl-L-leucine	ALALEU1c	[c] : alaleu + h2o <==> ala_L + leu_L	-1000	1000	0
194	L-alanyl-L-leucine transport via ABC system	ALALEUabc	alaleu[e] + atp[c] + h2o[c] --> adp[c] + alaleu[c] + h[c] + pi[c]	0	1000	0
195	D-alanine-polyphosphoribitol ligase	ALAPGPL	[c] : (45) ala_D + (45) atp + prl45tca --> (45) amp + (45) h2o + (45) ppi + prl45tcaala	0	1000	0
196	Alanine Racemase	ALAR	[c] : ala_L <==> ala_D	-1000	1000	0
197	Hydrolysis of L-alanyl-L-threonine	ALATHR1c	[c] : alathr + h2o <==> ala_L + thr_L	-1000	1000	0
198	L-alanyl-L-threonine transport via ABC system	ALATHRabc	alathr[e] + atp[c] + h2o[c] --> adp[c] + alathr[c] + h[c] + pi[c]	0	1000	0
199	L-Alanine Reversible Transport via Proton Symport	ALAt2r	ala_L[e] + h[e] <==> ala_L[c] + h[c]	-1000	1000	0
200	Alanine-Sodium symporter	ALAt4r	ala_L[e] + na1[e] <==> ala_L[c] + na1[c]	-1000	1000	0
201	alcohol dehydrogenase (glycerol)	ALCD19	[c] : glyald + h + nadh <==> glyc + nad	-1000	1000	0
202	alcohol dehydrogenase (ethanol)	ALCD2x	[c] : etoh + nad <==> acald + h + nadh	-1000	1000	0
203	alcohol dehydrogenase (butanol)	ALCD4	[c] : btoh + nad <==> btal + h + nadh	-1000	1000	0
204	Aldehyde Dehydrogenase (Acetaldehyde, NAD)	ALDD2x	[c] : acald + h2o + nad --> ac + (2) h + nadh	0	1000	0
205	allantoinase	ALLTN	[c] : alltn + h2o --> alltt + h	0	1000	0
206	N-acetylmannosamine 6-phosphate epimerase	AMANAPEr	[c] : acmanap <==> acgam6p	-1000	1000	0
207	N-Acetyl-D-Mannosamine Kinase	AMANK	[c] : acmana + atp --> acmanap + adp + h	0	1000	0
208	adenosylmethionine-8-amino-7-oxononanoate transaminase	AMAOTr	[c] : 8aonn + amet <==> amob + dann	-1000	1000	0
209	S-adenosylmethione:2-demthylmenaquinone methyltransferase (menaquinone 7), reversed	AMMQT7rev	[c] : ahcys + h + mqn7 --> 2dmmq7 + amet	0	1000	0
210	S-adenosylmethione:2-demthylmenaquinone methyltransferase (menaquinone 8)	AMMQT8r	[c] : 2dmmq8 + amet <==> ahcys + h + mqn8	-1000	1000	0
211	Alanyl Aminopeptidase (Cys-Gly)	AMPTASECG	[c] : cgly + h2o --> cys_L + gly	0	1000	0
212	Gly-Cys aminopeptidase	AMPTASEGC	[c] : glycys + h2o --> cys_L + gly	0	1000	0
213	AMP transport in via proton symport, irreversible	AMPt2	amp[e] + h[e] --> amp[c] + h[c]	0	1000	0
214	apolipoprotein N acyl transferase	APAT	[c] : accoa + h2o + thdp <==> acamoxm + coa	-1000	1000	0
215	5-amino-6-(5-phosphoribosylamino)uracil reductase	APRAUR	[c] : 5apru + h + nadph --> 5aprbu + nadp	0	1000	0
216	L-arabinose isomerase	ARAI	[c] : arab_L <==> rbl_L	-1000	1000	0
217	arbutin transport via PEP:Pyr PTS	ARBTpts	arbt[e] + pep[c] --> arbt6p[c] + pyr[c]	0	1000	0
218	L-arabinose transport via ABC system	ARBabc	arab_L[e] + atp[c] + h2o[c] --> adp[c] + arab_L[c] + h[c] + pi[c]	0	1000	0
219	Arginine deiminase	ARGDA	[c] : arg_L + h2o --> citr_L + nh4	0	1000	0
220	arginine decarboxylase	ARGDC	[c] : arg_L + h --> agm + co2	0	1000	0
221	Arginase	ARGN	[c] : arg_L + h2o --> orn + urea	0	1000	0
222	L arginine transport in via proton symport	ARGt2	arg_L[e] + h[e] --> arg_L[c] + h[c]	0	1000	0
223	arsenobetaine transport in via proton symport	ARSENBt2	arsenb[e] + h[e] <==> arsenb[c] + h[c]	-1000	1000	0
224	aspartate-semialdehyde dehydrogenase	ASAD	[c] : aspsa + nadp + pi <==> 4pasp + h + nadph	-1000	1000	0
225	Asparagine Synthase (Glutamine-Hydrolysing)	ASNS1	[c] : asp_L + atp + gln_L + h2o --> amp + asn_L + glu_L + h + ppi	0	1000	0
226	asparagine synthetase	ASNS2	[c] : asp_L + atp + nh4 --> amp + asn_L + h + ppi	0	1000	0
227	L-asparagine reversible transport via proton symport	ASNt2r	asn_L[e] + h[e] <==> asn_L[c] + h[c]	-1000	1000	0
228	arsenite transport via diffusion	ASO3t	aso3[e] <==> aso3[c]	-1000	1000	0
229	Arsenate transport via permease	ASO4t	aso4[e] <==> aso4[c]	-1000	1000	0
230	Aspartate 1-Decarboxylase	ASP1DC	[c] : asp_L + h --> ala_B + co2	0	1000	0
231	aspartate carbamoyltransferase	ASPCT	[c] : asp_L + cbp --> cbasp + h + pi	0	1000	0
232	aspartate kinase	ASPK	[c] : asp_L + atp <==> 4pasp + adp	-1000	1000	0
233	L-aspartase	ASPT	[c] : asp_L --> fum + nh4	0	1000	0
234	Aspartate Transaminase	ASPTA	[c] : akg + asp_L <==> glu_L + oaa	-1000	1000	0
235	L-aspartate reversible transport via proton symport	ASPt2r	asp_L[e] + h[e] <==> asp_L[c] + h[c]	-1000	1000	0
236	ATP synthase (four protons for one ATP)	ATPS4	adp[c] + (4) h[e] + pi[c] --> atp[c] + h2o[c] + (3) h[c]	0	1000	0
237	biotin-[acetyl-CoA-carboxylase] ligase, irreversible	BACCLi	[c] : btamp + ppi --> atp + btn + h	0	1000	0
238	Beta-Aminopropion Aldehyde:NAD+ Oxidoreductase	BAMPPALDOX	[c] : bamppald + h2o + nad --> ala_B + (2) h + nadh	0	1000	0
239	1,4-beta-D-Glucan glucohydrolase	BGLA	[c] : cellb + h2o --> (2) glc_D	0	1000	0
240	6-phospho-beta-glucosidase	BGLA1	[c] : 6pgg + h2o --> g6p + glc_D	0	1000	0
241	1,4-beta-D-Glucan glucohydrolase, reversible	BGLAr	[c] : cellb + h2o <==> (2) glc_bD	-1000	1000	0
242	Transport of (R)-3-hydroxybutanoate [extraorganism-cytosol](passive)	BHBtp	bhb[e] <==> bhb[c]	-1000	1000	0
243	3, 5-Bisphosphate Nucleotidase	BPNT	[c] : h2o + pap --> amp + pi	0	1000	0
244	R R butanediol dehydrogenase	BTDD_RR	[c] : btd_RR + nad <==> actn_R + h + nadh	-1000	1000	0
245	biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming)	BTNCLi	[c] : apoC_Lys_btn + atp + hco3 --> adp + btn_co2 + h + pi	0	1000	0
246	Biotinidase (Biotin)	BTND1	[c] : biocyt + h2o --> btn + lys_L	0	1000	0
247	Biotin transport via ABC system	BTNabc	atp[c] + btn[e] + h2o[c] --> adp[c] + btn[c] + h[c] + pi[c]	0	1000	0
248	Biotin synthase	BTS4	[c] : amet + dtbt + s --> btn + dad_5 + h + met_L	0	1000	0
249	Butyrate kinase, reversible	BUTKr	[c] : atp + but <==> adp + butpi	-1000	1000	0
250	butanesulfonate transport via ABC system	BUTSO3abc	atp[c] + butso3[e] + h2o[c] --> adp[c] + butso3[c] + h[c] + pi[c]	0	1000	0
251	Calcium transport via proton antiport, irreversible	CAt4i	ca2[e] + h[c] --> ca2[c] + h[e]	0	1000	0
252	Cobinamide adenyltransferase	CBIAT	[c] : atp + cbi + h <==> adocbi + pppi	-1000	1000	0
253	Cob(1)alamin transport via ABC system	CBL1abc	atp[c] + cbl1[e] + h2o[c] --> adp[c] + cbl1[c] + h[c] + pi[c]	0	1000	0
254	Cob(II)alamin transport via ABC system	CBL2abc	atp[c] + cbl2[e] + h2o[c] --> adp[c] + cbl2[c] + h[c] + pi[c]	0	1000	0
255	Carbamate kinase	CBMK	[c] : atp + co2 + nh4 --> adp + cbp + (2) h	0	1000	0
256	Carbamoyl-Phosphate Synthase (Glutamine-Hydrolysing)	CBPS	[c] : (2) atp + gln_L + h2o + hco3 --> (2) adp + cbp + glu_L + (2) h + pi	0	1000	0
257	cadmium transport out via ABC system	CD2abc1	atp[c] + cd2[c] + h2o[c] --> adp[c] + cd2[e] + h[c] + pi[c]	0	1000	0
258	R07384	CDPEAS	[c] : cmp + (2) h + plasmetha <==> M00512 + cdpea	-1000	1000	0
259	CDPglucose 4,6-hydro-lyase	CDPGHL	[c] : cdpglc --> cdpddg + h2o	0	1000	0
260	CDP-glycerol polyglycerophosphate glycerophosphotransferase	CDPGLYCGPT	[c] : acbdma14gapuc + (45) cdpglyc <==> (45) cmp + (45) h + prl45tca	-1000	1000	0
261	4-(cytidine 5-diphospho)-2-C-methyl-D-erythritol kinase	CDPMEK	[c] : 4c2me + atp --> 2p4c2me + adp + h	0	1000	0
262	cellobiose transport via PEPPyr PTS	CELBpts	cellb[e] + pep[c] --> 6pgg[c] + pyr[c]	0	1000	0
263	L-cysteinylglycine transport via ABC system	CGLYabc	atp[c] + cgly[e] + h2o[c] --> adp[c] + cgly[c] + h[c] + pi[c]	0	1000	0
264	choline dehydrogenase	CHOLD	[c] : chol + nad --> betald + h + nadh	0	1000	0
265	chorismate mutase	CHORM	[c] : chor --> pphn	0	1000	0
266	chorismate synthase	CHORS	[c] : 3psme --> chor + pi	0	1000	0
267	Chorismate pyruvate lyase	CHRPL	[c] : chor --> 4hbz + pyr	0	1000	0
268	L Citrulline N5 carbamoyldihydrolase	CITRH	[c] : citr_L + h2o + (2) h <==> co2 + nh4 + orn	-1000	1000	0
269	myristoyl-cardiolipin synthase	CLPNS140	[c] : (2) pg140 <==> clpn140 + glyc	-1000	1000	0
270	palmitoyl-cardiolipin synthase	CLPNS160	[c] : (2) pg160 <==> clpn160 + glyc	-1000	1000	0
271	stearoyl-cardiolipin synthase	CLPNS180	[c] : (2) pg180 <==> clpn180 + glyc	-1000	1000	0
272	anteisopentadecanoyl-cardiolipin synthase	CLPNSAI15	[c] : (2) pgai15 <==> clpnai15 + glyc	-1000	1000	0
273	anteisoheptadecanoyl-cardiolipin synthase	CLPNSAI17	[c] : (2) pgai17 <==> clpnai17 + glyc	-1000	1000	0
274	isotetradecanoyl-cardiolipin synthase	CLPNSI14	[c] : (2) pgi14 <==> clpni14 + glyc	-1000	1000	0
275	isopentadecanoyl-cardiolipin synthase	CLPNSI15	[c] : (2) pgi15 <==> clpni15 + glyc	-1000	1000	0
276	isohexadecanoyl-cardiolipin synthase	CLPNSI16	[c] : (2) pgi16 <==> clpni16 + glyc	-1000	1000	0
277	isoheptadecanoyl-cardiolipin synthase	CLPNSI17	[c] : (2) pgi17 <==> clpni17 + glyc	-1000	1000	0
278	4-carboxymuconolactone decarboxylase	CMLDC	[c] : 2c25dho + h --> 5odhf2a + co2	0	1000	0
279	CMP Sialic Acid Synthase	CMPSAS	[c] : acnam + ctp --> cmpacna + ppi	0	1000	0
280	CO2 Transporter via Diffusion	CO2t	co2[e] <==> co2[c]	-1000	1000	0
281	cobalt transport in/out via permease (no H+)	COBALTt5	cobalt2[c] <==> cobalt2[e]	-1000	1000	0
282	precorrin-2 C20-methyltransferase	CPC2MT	[c] : amet + copre2 --> ahcys + copre3 + h	0	1000	0
283	precorrin-3B C17-methyltransferase	CPC3MT	[c] : amet + copre3 --> ahcys + copre4	0	1000	0
284	precorrin-4 C11-methyltransferase	CPC4MT	[c] : amet + copre4 --> ahcys + copre5 + h	0	1000	0
285	Precorrin-5 C1-methyltransferase, step 1	CPC5MT1	[c] : copre5 + h2o --> acald + copre5b + h	0	1000	0
286	Precorrin-5 C1-methyltransferase, step 2	CPC5MT2	[c] : amet + copre5b --> ahcys + copre6	0	1000	0
287	precorrin-6Y C5,15-methyltransferase (decarboxylating)	CPC6MT	[c] : (2) amet + codhpre6 --> (2) ahcys + co2 + copre8 + h	0	1000	0
288	precorrin-6A reductase	CPC6R	[c] : copre6 + h + nadph --> codhpre6 + nadp	0	1000	0
289	precorrin-8X methylmutase	CPC8MM	[c] : copre8 <==> cobya	-1000	1000	0
290	chromate transport out via proton antiport	CRO4t3	cro4[c] + h[e] <==> cro4[e] + h[c]	-1000	1000	0
291	citrate synthase	CS	[c] : accoa + h2o + oaa --> cit + coa + h	0	1000	0
292	CTP Synthase (NH3)	CTPS1	[c] : atp + nh4 + utp --> adp + ctp + (2) h + pi	0	1000	0
293	CTP Synthase (Glutamine)	CTPS2	[c] : atp + gln_L + h2o + utp --> adp + ctp + glu_L + (2) h + pi	0	1000	0
294	Cob(II)yrinate a,c-diamide synthase (glutamine-hydrolysing)	CYRDAS	[c] : (2) atp + cobya + (2) gln_L + h2o --> (2) adp + co2dam + (2) glu_L + h + ppi	0	1000	0
295	cysteine synthase	CYSS	[c] : acser + h2s --> ac + cys_L + h	0	1000	0
296	cysteine synthase (Thiosulfate)	CYSS3r	[c] : acser + trdrd + tsul <==> ac + cys_L + h + so3 + trdox	-1000	1000	0
297	Cystathionine Beta-Synthase	CYSTS	[c] : hcys_L + ser_L --> cyst_L + h2o	0	1000	0
298	L-cysteine reversible transport via proton symport	CYSt2r	cys_L[e] + h[e] <==> cys_L[c] + h[c]	-1000	1000	0
299	Cytidine Deaminase	CYTD	[c] : cytd + h2o + h --> nh4 + uri	0	1000	0
300	ATPcytidine 5-Phosphotransferase	CYTDK1	[c] : atp + cytd --> adp + cmp + h	0	1000	0
301	cytidine kinase (GTP)	CYTDK2	[c] : cytd + gtp --> cmp + gdp + h	0	1000	0
302	ITPcytidine 5-phosphotransferase	CYTDK3	[c] : cytd + itp --> cmp + h + idp	0	1000	0
303	UTPcytidine 5-phosphotransferase	CYTDK4	[c] : cytd + utp --> cmp + h + udp	0	1000	0
304	Cytidine Transport in via Proton Symport, Reversible	CYTDt2r	cytd[e] + h[e] <==> cytd[c] + h[c]	-1000	1000	0
305	Cytidylate Kinase (CMP)	CYTK1	[c] : atp + cmp <==> adp + cdp	-1000	1000	0
306	Cytidylate Kinase (dCMP)	CYTK2	[c] : atp + dcmp <==> adp + dcdp	-1000	1000	0
307	Cobalt transport via ABC system	Coabc	atp[c] + cobalt2[e] + h2o[c] --> adp[c] + cobalt2[c] + h[c] + pi[c]	0	1000	0
308	Copper transport via ABC system	Cuabc	atp[c] + cu2[e] + h2o[c] --> adp[c] + cu2[c] + h[c] + pi[c]	0	1000	0
309	Copper export via ATPase	Cut1	atp[c] + cu2[c] + h2o[c] --> adp[c] + cu2[e] + h[c] + pi[c]	0	1000	0
310	Deoxyadenosine Deaminase	DADA	[c] : dad_2 + h2o + h --> din + nh4	0	1000	0
311	Deoxyadenosine Kinase	DADNK	[c] : atp + dad_2 --> adp + damp + h	0	1000	0
312	deoxyadenosine transport in via proton symport reversible	DADNt2r	dad_2[e] + h[e] <==> dad_2[c] + h[c]	-1000	1000	0
313	diacylglycerol kinase (n-C12:0)	DAGK120	[c] : 12dgr120 + atp --> adp + h + pa120	0	1000	0
314	diacylglycerol kinase (n-C14:0)	DAGK140	[c] : 12dgr140 + atp --> adp + h + pa140	0	1000	0
315	diacylglycerol kinase (n-C14:1)	DAGK141	[c] : 12dgr141 + atp --> adp + h + pa141	0	1000	0
316	diacylglycerol kinase (n-C16:0)	DAGK160	[c] : 12dgr160 + atp --> adp + h + pa160	0	1000	0
317	diacylglycerol kinase (n-C16:1)	DAGK161	[c] : 12dgr161 + atp --> adp + h + pa161	0	1000	0
318	diacylglycerol kinase (n-C18:0)	DAGK180	[c] : 12dgr180 + atp --> adp + h + pa180	0	1000	0
319	diacylglycerol kinase (n-C18:1)	DAGK181	[c] : 12dgr181 + atp --> adp + h + pa181	0	1000	0
320	N-acetyl-L,L-diaminopimelate deacetylase	DAPDA	[c] : h2o + n6all26d <==> 26dap_LL + ac	-1000	1000	0
321	diaminopimelate decarboxylase	DAPDC	[c] : 26dap_M + h --> co2 + lys_L	0	1000	0
322	diaminopimelate epimerase	DAPE	[c] : 26dap_LL <==> 26dap_M	-1000	1000	0
323	CDP-diacylglycerol synthetase (n-C12:0)	DASYN120	[c] : ctp + h + pa120 --> cdpdddecg + ppi	0	1000	0
324	CDP-diacylglycerol synthetase (n-C14:0)	DASYN140	[c] : ctp + h + pa140 --> cdpdtdecg + ppi	0	1000	0
325	CDP-diacylglycerol synthetase (n-C14:1)	DASYN141	[c] : ctp + h + pa141 --> cdpdtdec7eg + ppi	0	1000	0
326	CDP-diacylglycerol synthetase (n-C16:0)	DASYN160	[c] : ctp + h + pa160 --> cdpdhdecg + ppi	0	1000	0
327	CDP-diacylglycerol synthetase (n-C16:1)	DASYN161	[c] : ctp + h + pa161 --> cdpdhdec9eg + ppi	0	1000	0
328	CDP-diacylglycerol synthetase (n-C18:0)	DASYN180	[c] : ctp + h + pa180 --> cdpdodecg + ppi	0	1000	0
329	CDP-diacylglycerol synthetase (n-C18:1)	DASYN181	[c] : ctp + h + pa181 --> cdpdodec11eg + ppi	0	1000	0
330	anteisopentadecanoyl-phosphatidate cytidylyltransferase	DASYNAI15	[c] : ctp + h + paai15 --> cdpdaipdecg + ppi	0	1000	0
331	anteisoheptadecanoyl-phosphatidate cytidylyltransferase	DASYNAI17	[c] : ctp + h + paai17 --> cdpdaihpdecg + ppi	0	1000	0
332	isotetradecanoyl-phosphatidate cytidylyltransferase	DASYNI14	[c] : ctp + h + pai14 --> cdpditdecg + ppi	0	1000	0
333	isopentadecanoyl-phosphatidate cytidylyltransferase	DASYNI15	[c] : ctp + h + pai15 --> cdpdipdecg + ppi	0	1000	0
334	isohexadecanoyl-phosphatidate cytidylyltransferase	DASYNI16	[c] : ctp + h + pai16 --> cdpdihdecg + ppi	0	1000	0
335	isoheptadecanoyl-phosphatidate cytidylyltransferase	DASYNI17	[c] : ctp + h + pai17 --> cdpdihpdecg + ppi	0	1000	0
336	3,4-Dihydroxy-2-butanone-4-phosphate synthase	DB4PS	[c] : ru5p_D --> db4p + for + h	0	1000	0
337	dethiobiotin synthase	DBTS	[c] : atp + co2 + dann --> adp + dtbt + (3) h + pi	0	1000	0
338	DCMP Deaminase	DCMPDA	[c] : dcmp + h2o + h <==> dump + nh4	-1000	1000	0
339	dCTP aminohydrolase (dUMP-forming)	DCTPAH	[c] : dctp + (2) h2o --> dump + nh4 + ppi	0	1000	0
340	Deoxycytidine Deaminase	DCYTD	[c] : dcyt + h2o + h --> duri + nh4	0	1000	0
341	deoxycytidine transport in via proton symport reversible	DCYTt2r	dcyt[e] + h[e] <==> dcyt[c] + h[c]	-1000	1000	0
342	3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase	DDPA	[c] : e4p + h2o + pep --> 2dda7p + pi	0	1000	0
343	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	DDPGALA	[c] : 2dh3dgal6p <==> g3p + pyr	-1000	1000	0
344	Deoxyguanylate Kinase (dGMP:ATP)	DGK1	[c] : atp + dgmp <==> adp + dgdp	-1000	1000	0
345	deoxyguanosine transport in via proton symport	DGSNt2	dgsn[e] + h[e] --> dgsn[c] + h[c]	0	1000	0
346	dihydroxyacetone kinase	DHAK	[c] : atp + dha --> adp + dhap + h	0	1000	0
347	dihydrodipicolinate reductase (NADPH)	DHDPRy	[c] : 23dhdp + h + nadph --> nadp + thdp	0	1000	0
348	dihydrodipicolinate synthase	DHDPS	[c] : aspsa + pyr --> 23dhdp + (2) h2o + h	0	1000	0
349	dihydrofolate reductase	DHFOR2	[c] : dhf + nadp <==> fol + nadph	-1000	1000	0
350	Dihydrofolate Reductase	DHFR	[c] : dhf + h + nadph <==> nadp + thf	-1000	1000	0
351	dihydrofolate synthase	DHFS	[c] : atp + dhpt + glu_L --> adp + dhf + h + pi	0	1000	0
352	1,4-dihydroxy-2-naphthoate octaprenyltransferase	DHNAOT4	[c] : dhna + h + octdp --> 2dmmql8 + co2 + ppi	0	1000	0
353	1,4-dihydroxy-2-naphthoate polyprenyltransferase	DHNAOT7	[c] : 2dmmq7 + co2 + nadh + ppi --> dhna + hepdp + nad	0	1000	0
354	dihydroneopterin aldolase	DHNPA	[c] : dhnpt --> 2ahhmp + gcald	0	1000	0
355	dihydoorotic acid dehydrogenase (quinone8)	DHORD2	[c] : dhor_S + q8 --> orot + q8h2	0	1000	0
356	dihydroorotic acid (menaquinone-8)	DHORD5	[c] : dhor_S + mqn8 --> mql8 + orot	0	1000	0
357	Dihydroorotase	DHORTS	[c] : dhor_S + h2o <==> cbasp + h	-1000	1000	0
358	Dihydropyrimidinase (5, 6-Dihydrouracil)	DHPM1	[c] : 56dura + h2o --> cala + h	0	1000	0
359	Dihydropyrimidinase (Dihydrothymine)	DHPM2	[c] : 56dthm + h2o --> 3uib + h	0	1000	0
360	diaminohydroxyphosphoribosylaminopyrimidine deaminase	DHPPDA	[c] : 25dhpp + h2o + h --> 5apru + nh4	0	1000	0
361	6, 7-Dihydropteridine Reductase	DHPR	[c] : dhbpt + h + nadh --> nad + thbpt	0	1000	0
362	dihydropteroate synthase	DHPS	[c] : 2ahhmp + 4abz --> dhpt + h2o	0	1000	0
363	3-dehydroquinate synthase	DHQS	[c] : 2dda7p --> 3dhq + pi	0	1000	0
364	3-dehydroquinate dehydratase, irreversible	DHQTi	[c] : 3dhq --> 3dhsk + h2o	0	1000	0
365	deoxyinosine transport in via proton symport	DINSt2	din[e] + h[e] --> din[c] + h[c]	0	1000	0
366	Dimethylallyltranstransferase	DMATT	[c] : dmpp + ipdp --> grdp + ppi	0	1000	0
367	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	DMPPS	[c] : h2mb4p + h + nadh --> dmpp + h2o + nad	0	1000	0
368	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (NADP), reversible	DMPPS2r	[c] : h2mb4p + h + nadph <==> dmpp + h2o + nadp	-1000	1000	0
369	3-Dimethylubiquinonol 3-methyltransferase	DMQMT	[c] : 2omhmbl + amet --> ahcys + h + q8h2	0	1000	0
370	Sink needed to allow 5-Methylthio-D-ribose to leave system	DM_5MTR	[c] : 5mtr --> 	0	1000	0
371	Demand for ATP, Cytosolic	DM_atp_c_	[c] : atp + h2o --> adp + h + pi	0	1000	0
372	Demand reaction for 4,5-dihydroxy-2,3-pentanedione	DM_dhptd(c)	[c] : dhptd <==> 	-1000	1000	0
373	Demand for homocysteine	DM_hcys_L[c]	[c] : hcys_L --> 	0	1000	0
374	Dephospho Coenzyme A Kinase	DPCOAK	[c] : atp + dpcoa --> adp + coa + h	0	1000	0
375	Diphosphoglyceromutase	DPGM	[c] : 13dpg <==> 23dpg + h	-1000	1000	0
376	Deoxyribokinase	DRBK	[c] : atp + drib --> 2dr5p + adp + h	0	1000	0
377	Deoxyribose transport via ABC system	DRIBabc	atp[c] + drib[e] + h2o[c] --> adp[c] + drib[c] + h[c] + pi[c]	0	1000	0
378	2-Deoxy-D-ribose-5-phosphate acetaldehyde-lyase	DRPAr	[c] : 2dr5p <==> acald + g3p	-1000	1000	0
379	DTMP Kinase	DTMPK	[c] : atp + dtmp --> adp + dtdp	0	1000	0
380	Dihydrouracil Dehydrogenase (NADP)	DURAD	[c] : 56dura + nadp <==> h + nadph + ura	-1000	1000	0
381	Dihydrothymin Dehydrogenase (NADP)	DURAD2	[c] : 56dthm + nadp <==> h + nadph + thym	-1000	1000	0
382	Deoxyuridine Kinase (ATP:Deoxyuridine)	DURIK1	[c] : atp + duri --> adp + dump + h	0	1000	0
383	Deoxyuridine Phosphorylase	DURIPP	[c] : duri + pi <==> 2dr1p + ura	-1000	1000	0
384	deoxyuridine transport in via proton symport	DURIt2	duri[e] + h[e] --> duri[c] + h[c]	0	1000	0
385	DUTP Diphosphatase	DUTPDP	[c] : dutp + h2o --> dump + h + ppi	0	1000	0
386	1-deoxy-D-xylulose reductoisomerase, reversible	DXPRIr	[c] : dxyl5p + h + nadph <==> 2me4p + nadp	-1000	1000	0
387	1-deoxy-D-xylulose 5-phosphate synthase	DXPS	[c] : g3p + h + pyr --> co2 + dxyl5p	0	1000	0
388	D-Lactate dehydrogenase irreversible	D_LACD	[c] : (2) ficytC + lac_D --> (2) focytC + (2) h + pyr	0	1000	0
389	D-Lactate Transport via Proton Symport	D_LACt2	h[e] + lac_D[e] <==> h[c] + lac_D[c]	-1000	1000	0
390	Erythrose 4-phosphate dehydrogenase	E4PD	[c] : e4p + h2o + nad <==> 4per + (2) h + nadh	-1000	1000	0
391	10mtddec2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR10M12	[c] : 10mtddec2eACP + h + nadph --> 10mddcaACP + nadp	0	1000	0
392	11mtddec2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR11M12	[c] : 11mtddec2eACP + h + nadph --> 11mddcaACP + nadp	0	1000	0
393	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)	EAR121x	[c] : h + nadh + t3c5ddeceACP --> cddec5eACP + nad	0	1000	0
394	12mtmrs2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR12M14	[c] : 12mtmrs2eACP + h + nadph --> 12mmyrsACP + nadp	0	1000	0
395	13mtmrs2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR13M14	[c] : 13mtmrs2eACP + h + nadph --> 13mmyrsACP + nadp	0	1000	0
396	14mtpalm2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR14M16	[c] : 14mtpalm2eACP + h + nadph --> 14mpalmACP + nadp	0	1000	0
397	15mtpalm2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR15M16	[c] : 15mtpalm2eACP + h + nadph --> 15mpalmACP + nadp	0	1000	0
398	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	EAR161x	[c] : h + nadh + t3c9palmeACP --> hdeACP + nad	0	1000	0
399	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)	EAR181x	[c] : h + nadh + t3c11vaceACP --> nad + octeACP	0	1000	0
400	4mthex2eACP[c][e]:nad[c]P+ oxidoreductase (A-specific)	EAR4M6	[c] : 4mthex2eACP + h + nadph --> 4mhexACP + nadp	0	1000	0
